,Unnamed: 0,Unnamed: 0_x,SEASON,AVY_DANGER,AWND,SNOW,FIVE_DAY_SNOWFALL,TMAX_SWING,TMAX_SWING_FROM_AVE,WDF5,HS_CM,SETTLEMENT/MELT,Surf Temp (C),T-10 (C),T-20 (C),X24_HR_MAX,24HRMAX_SWING,24 HR MIN,date,year_x,month_x,day_x,Unnamed: 0_y,temp_max,temp_min,water_equivalent,snow_fall,snow_depth_6am,wind_speed_sum,sunshine_percent,west_wind_hours,northwest_wind_hours,year_y,month_y,day_y,prevailing_wind_E,prevailing_wind_N,prevailing_wind_NE,prevailing_wind_NW,prevailing_wind_S,prevailing_wind_SE,prevailing_wind_SW,prevailing_wind_W,prevailing_wind_na
350,350,352,2012/2013,3.0,27.29,3.5,5.6,3.0,-2.6,130.0,159.0,0.0,-5.0,-2.0,-2.0,-9.0,-13.0,4.0,2013-04-12,2013.0,4.0,12.0,28591,28,9,0.67,3.5,22.0,652,0,1,0,2013,4,12,0,0,0,0,0,0,1,0,0
351,351,353,2012/2013,1.0,26.62,0.8,6.4,0.0,-1.8,270.0,161.0,0.0,-5.0,-3.0,-3.0,-5.0,4.0,-8.0,2013-04-13,2013.0,4.0,13.0,28592,28,18,0.13,0.8,23.0,640,0,11,13,2013,4,13,0,0,0,1,0,0,0,0,0
352,352,354,2012/2013,2.0,33.33,4.3,10.4,-4.0,-4.8,360.0,162.0,0.0,-3.0,-1.0,-1.0,4.0,9.0,-8.0,2013-04-14,2013.0,4.0,14.0,28593,24,16,0.62,4.3,23.0,801,0,9,12,2013,4,14,0,0,0,1,0,0,0,0,0
353,353,355,2012/2013,2.0,12.97,0.0,8.6,11.0,8.2,270.0,165.0,0.0,-6.0,-1.0,-2.0,3.0,-1.0,-9.0,2013-04-15,2013.0,4.0,15.0,28594,35,14,0.0,0.0,25.0,309,96,6,0,2013,4,15,0,0,0,0,1,0,0,0,0
354,354,356,2012/2013,1.0,58.61,0.0,8.6,3.0,10.0,270.0,160.0,-5.0,-1.0,-3.0,-2.0,9.0,6.0,-9.0,2013-04-16,2013.0,4.0,16.0,28595,38,27,0.45,0.0,23.0,1409,0,19,1,2013,4,16,0,0,0,0,0,0,0,1,0
355,355,357,2012/2013,1.0,45.86,0.0,5.1,-4.0,3.4,310.0,156.0,-4.0,-1.0,0.0,-2.0,7.0,-2.0,-3.0,2013-04-17,2013.0,4.0,17.0,28596,34,17,0.0,0.0,18.0,1102,39,1,21,2013,4,17,0,0,0,1,0,0,0,0,0
356,356,358,2012/2013,1.0,37.58,0.0,4.3,7.0,9.2,220.0,154.0,-2.0,-2.0,-1.0,0.0,5.0,-2.0,-5.0,2013-04-18,2013.0,4.0,18.0,28597,41,20,0.03,0.0,18.0,899,23,2,0,2013,4,18,0,0,0,0,0,0,1,0,0
357,357,359,2012/2013,1.0,48.77,0.0,0.0,6.0,12.6,270.0,147.0,-7.0,0.0,0.0,-1.0,9.0,4.0,-5.0,2013-04-19,2013.0,4.0,19.0,28598,47,37,0.5,0.0,15.0,1169,25,7,0,2013,4,19,0,0,0,0,0,0,1,0,0
358,358,360,2012/2013,1.0,57.04,0.1,0.1,-8.0,0.0,270.0,133.0,14.0,0.0,0.0,0.0,11.0,2.0,1.0,2013-04-20,2013.0,4.0,20.0,28599,39,8,0.29,0.1,10.0,1369,11,22,2,2013,4,20,0,0,0,0,0,0,0,1,0
359,359,361,2012/2013,1.0,31.54,0.5,0.6,-16.0,-16.8,310.0,130.0,-3.0,-6.0,-5.0,-3.0,3.0,-8.0,-10.0,2013-04-21,2013.0,4.0,21.0,28600,23,4,0.03,0.5,11.0,759,70,0,18,2013,4,21,0,0,0,1,0,0,0,0,0
360,360,362,2012/2013,1.0,20.58,0.0,0.6,1.0,-12.8,130.0,130.0,0.0,-6.0,-6.0,-3.0,0.0,-3.0,-10.0,2013-04-22,2013.0,4.0,22.0,28601,24,17,0.0,0.0,11.0,492,100,0,0,2013,4,22,0,0,0,0,0,1,0,0,0
361,361,363,2012/2013,1.0,25.5,0.0,0.6,6.0,-4.8,130.0,130.0,0.0,-3.0,-1.0,-1.0,5.0,5.0,-7.0,2013-04-23,2013.0,4.0,23.0,28602,30,17,0.01,0.0,10.0,613,28,0,0,2013,4,23,0,0,0,0,0,1,0,0,0
362,362,364,2012/2013,1.0,17.45,0.0,0.6,18.0,15.4,270.0,130.0,0.0,4.0,0.0,-1.0,5.0,0.0,-4.0,2013-04-24,2013.0,4.0,24.0,28603,48,29,0.01,0.0,10.0,418,73,6,0,2013,4,24,0,0,0,0,0,0,1,0,0
363,363,365,2012/2013,1.0,38.92,0.0,0.5,-8.0,7.2,270.0,115.0,-13.0,0.0,-1.0,-1.3,-1.0,-6.0,-10.0,2013-04-25,2013.0,4.0,25.0,28604,40,19,0.01,0.0,10.0,937,49,9,13,2013,4,25,0,0,0,1,0,0,0,0,0
364,364,366,2012/2013,1.0,6.26,0.6,0.6,-8.0,-1.0,220.0,113.0,-2.0,3.7,-0.2,-0.2,-5.0,-4.0,-4.0,2013-04-26,2013.0,4.0,26.0,28605,32,20,0.02,0.6,9.0,148,41,6,3,2013,4,26,0,0,0,0,0,0,1,0,0
365,365,367,2012/2013,1.0,8.05,0.0,0.6,5.0,2.2,270.0,110.0,-3.0,-2.5,-0.7,-0.1,8.0,13.0,-3.0,2013-04-27,2013.0,4.0,27.0,28606,37,22,0.0,0.0,9.0,195,97,20,0,2013,4,27,0,0,0,0,0,0,0,1,0
366,366,368,2012/2013,1.0,8.72,0.0,0.6,4.0,3.6,180.0,110.0,0.0,-0.1,0.0,0.0,11.0,3.0,-1.0,2013-04-28,2013.0,4.0,28.0,28607,41,29,0.0,0.0,7.0,210,100,4,0,2013,4,28,0,0,0,0,1,0,0,0,0
367,367,369,2012/2013,1.0,13.42,0.0,0.6,1.0,2.4,180.0,107.0,-3.0,0.0,0.0,0.0,12.0,1.0,0.0,2013-04-29,2013.0,4.0,29.0,28608,42,33,0.0,0.0,6.0,321,80,0,0,2013,4,29,0,0,0,0,1,0,0,0,0
368,368,370,2012/2013,1.0,7.38,0.0,0.6,4.0,7.6,180.0,105.0,-2.0,1.0,0.0,0.0,12.0,0.0,3.0,2013-04-30,2013.0,4.0,30.0,28609,46,33,0.0,0.0,5.0,177,97,2,1,2013,4,30,0,0,0,0,1,0,0,0,0
369,369,371,2012/2013,1.0,7.38,0.0,0.0,5.0,11.4,90.0,,,,,,,,,2013-05-01,2013.0,5.0,1.0,28610,51,37,0.0,0.0,5.0,177,86,0,2,2013,5,1,1,0,0,0,0,0,0,0,0
370,370,372,2012/2013,1.0,14.76,0.0,0.0,-1.0,6.6,90.0,,,,,,,,,2013-05-02,2013.0,5.0,2.0,28611,50,29,0.0,0.0,4.0,354,57,0,4,2013,5,2,0,0,1,0,0,0,0,0,0
371,371,373,2012/2013,1.0,17.22,0.0,0.0,-7.0,-3.0,90.0,,,,,,,,,2013-05-03,2013.0,5.0,3.0,28612,43,27,0.0,0.0,4.0,412,100,0,0,2013,5,3,0,0,0,0,0,1,0,0,0
372,372,374,2012/2013,1.0,16.55,0.0,0.0,1.0,-2.4,90.0,,,,,,,,,2013-05-04,2013.0,5.0,4.0,28613,44,33,0.0,0.0,4.0,396,100,0,0,2013,5,4,1,0,0,0,0,0,0,0,0
373,373,376,2013/2014,3.0,51.0,11.9,11.9,-25.0,-24.2,270.0,65.0,,-10.8,-12.2,-12.4,-12.0,,-24.0,2013-12-15,2013.0,12.0,15.0,28838,23,-5,1.43,11.9,11.0,1225,0,9,1,2013,12,15,0,0,0,0,0,1,0,0,0
374,374,377,2013/2014,3.0,65.77,1.2,13.1,-25.0,-43.6,270.0,75.0,5.25,-10.0,-8.9,-24.0,-6.0,6.0,-15.5,2013-12-16,2013.0,12.0,16.0,28839,-2,-18,0.08,1.2,13.0,1578,4,20,4,2013,12,16,0,0,0,0,0,0,0,1,0
375,375,378,2013/2014,,31.32,1.2,14.3,13.0,-20.2,220.0,63.0,19.0,-19.6,-18.1,-12.8,-14.5,-8.5,-23.0,2013-12-17,2013.0,12.0,17.0,28840,11,-9,0.06,1.2,13.0,753,57,7,1,2013,12,17,0,0,0,0,0,0,1,0,0
376,376,379,2013/2014,2.0,37.58,0.7,15.0,0.0,-13.8,270.0,61.0,,-11.0,-10.0,-9.0,-9.5,5.0,-20.0,2013-12-18,2013.0,12.0,18.0,28841,11,0,0.07,0.7,13.0,899,18,13,10,2013,12,18,0,0,0,0,0,0,0,1,0
377,377,380,2013/2014,3.0,61.29,0.9,15.9,2.0,-5.2,270.0,60.0,2.6,-8.8,-8.7,-5.0,-9.5,0.0,-12.5,2013-12-19,2013.0,12.0,19.0,28842,13,2,0.08,0.9,13.0,1472,12,24,0,2013,12,19,0,0,0,0,0,0,0,1,0
378,378,381,2013/2014,3.0,51.0,1.0,5.0,18.0,19.8,270.0,60.0,,-3.9,-4.6,-3.7,-2.0,7.5,-10.0,2013-12-20,2013.0,12.0,20.0,28843,31,12,0.32,1.0,13.0,1225,0,21,0,2013,12,20,0,0,0,0,0,0,0,1,0
379,379,382,2013/2014,3.0,48.77,0.0,3.8,7.0,25.2,270.0,55.0,5.0,0.5,0.3,0.2,3.0,5.0,-2.0,2013-12-21,2013.0,12.0,21.0,28844,38,30,0.67,0.0,11.0,1168,0,23,0,2013,12,21,0,0,0,0,0,0,0,1,0
380,380,383,2013/2014,3.0,59.73,0.0,2.6,7.0,24.2,220.0,43.0,12.0,1.8,0.3,0.3,7.0,4.0,0.0,2013-12-22,2013.0,12.0,22.0,28845,45,36,0.47,0.0,3.0,1434,0,11,0,2013,12,22,0,0,0,0,0,0,1,0,0
381,381,384,2013/2014,1.0,45.19,1.6,3.5,-7.0,10.4,270.0,40.0,3.0,1.8,0.5,0.5,6.0,-1.0,0.0,2013-12-23,2013.0,12.0,23.0,28846,38,7,0.54,1.6,0.0,1085,0,23,1,2013,12,23,0,0,0,0,0,0,0,1,0
382,382,385,2013/2014,1.0,52.12,0.0,2.6,-30.0,-25.0,270.0,34.0,7.0,-4.6,-0.7,-0.2,4.0,-2.0,-9.0,2013-12-24,2013.0,12.0,24.0,28847,8,-18,0.0,0.0,1.0,1252,88,20,4,2013,12,24,0,0,0,0,0,0,0,1,0
383,383,386,2013/2014,1.0,28.41,0.0,1.6,3.0,-21.0,310.0,,,,,,,,,2013-12-25,2013.0,12.0,25.0,28848,11,-22,0.0,0.0,1.0,680,95,4,16,2013,12,25,0,0,0,1,0,0,0,0,0
384,384,387,2013/2014,2.0,39.82,6.6,8.2,-3.0,-20.0,320.0,,,,,,,,,2013-12-26,2013.0,12.0,26.0,28849,8,-1,0.46,6.6,1.0,957,0,6,2,2013,12,26,0,0,0,0,0,0,1,0,0
385,385,388,2013/2014,3.0,53.24,3.9,12.1,-1.0,-15.0,270.0,,,,,,,,,2013-12-27,2013.0,12.0,27.0,28850,7,1,0.19,3.9,4.0,1280,0,24,0,2013,12,27,0,0,0,0,0,0,0,1,0
386,386,389,2013/2014,3.0,61.52,0.4,10.9,12.0,4.6,270.0,35.0,3.5,-1.3,-1.4,-0.7,-1.0,,-5.0,2013-12-28,2013.0,12.0,28.0,28851,19,4,0.03,0.4,6.0,1473,0,24,0,2013,12,28,0,0,0,0,0,0,0,1,0
387,387,390,2013/2014,2.0,36.24,13.2,24.1,9.0,17.4,270.0,64.0,2.0,-1.7,-1.5,-1.0,2.5,3.5,-3.0,2013-12-29,2013.0,12.0,29.0,28852,28,18,1.21,13.2,6.0,871,0,17,0,2013,12,29,0,0,0,0,0,0,0,1,0
388,388,391,2013/2014,4.0,61.52,0.9,25.0,-6.0,7.4,310.0,59.5,10.5,-17.9,-16.2,-11.2,-2.0,-4.5,-19.0,2013-12-30,2013.0,12.0,30.0,28853,22,-14,0.07,0.9,16.0,1479,20,10,14,2013,12,30,0,0,0,1,0,0,0,0,0
389,389,392,2013/2014,2.0,34.67,0.9,19.3,-23.0,-17.8,270.0,,,,,,,2.0,,2013-12-31,2013.0,12.0,31.0,28854,-1,-11,0.2,0.9,16.0,830,39,19,0,2013,12,31,0,0,0,0,0,0,0,1,0
390,390,393,2013/2014,2.0,57.49,0.7,16.1,-10.0,-26.0,270.0,59.0,4.0,-15.0,-13.5,-8.2,-15.0,-15.0,-20.0,2014-01-01,2014.0,1.0,1.0,28855,-11,-17,0.08,0.7,16.0,1380,0,22,2,2014,1,1,0,0,0,0,0,0,0,1,0
391,391,394,2013/2014,3.0,24.38,5.9,21.6,15.0,-7.4,270.0,55.0,5.0,-15.6,-15.4,-10.3,-16.0,-1.0,-20.0,2014-01-02,2014.0,1.0,2.0,28856,4,-14,0.17,5.9,16.0,585,4,14,0,2014,1,2,0,0,0,0,0,0,0,1,0
392,392,395,2013/2014,4.0,35.79,2.0,10.4,-2.0,-6.4,320.0,65.0,2.5,-11.3,-12.8,-10.5,-14.0,2.0,-19.0,2014-01-03,2014.0,1.0,3.0,28857,2,-17,0.19,2.0,22.0,859,68,0,4,2014,1,3,0,0,0,1,0,0,0,0,0
393,393,396,2013/2014,3.0,59.28,0.0,9.5,17.0,15.8,270.0,64.0,4.5,-14.0,-13.3,-9.3,-13.0,1.0,-21.0,2014-01-04,2014.0,1.0,4.0,28858,19,-9,0.0,0.0,17.0,1420,92,22,2,2014,1,4,0,0,0,0,0,0,0,1,0
394,394,397,2013/2014,2.0,53.69,0.3,8.9,12.0,28.4,180.0,60.0,4.0,5.1,-6.3,-5.1,-3.0,10.0,-15.0,2014-01-05,2014.0,1.0,5.0,28859,31,6,0.22,0.3,15.0,1286,71,19,0,2014,1,5,0,0,0,0,0,0,0,1,0
395,395,398,2013/2014,3.0,58.38,1.3,9.5,7.0,29.0,180.0,55.5,-4.5,0.3,-0.3,-1.0,3.0,6.0,-7.0,2014-01-06,2014.0,1.0,6.0,28860,38,-3,1.1,1.3,13.0,1401,0,10,0,2014,1,6,0,0,0,0,1,0,0,0,0
396,396,399,2013/2014,3.0,72.48,1.6,5.2,-40.0,-20.8,270.0,56.0,5.0,-11.0,-10.2,-9.5,3.0,0.0,-20.0,2014-01-07,2014.0,1.0,7.0,28861,-2,-24,0.18,1.6,7.0,1737,0,24,0,2014,1,7,0,0,0,0,0,0,0,1,0
397,397,400,2013/2014,2.0,59.73,0.0,3.2,-3.0,-22.6,270.0,56.0,,-12.2,-11.7,-10.3,-19.0,-22.0,-26.0,2014-01-08,2014.0,1.0,8.0,28862,-5,-23,0.0,0.0,7.0,1436,30,23,1,2014,1,8,0,0,0,0,0,0,0,1,0
398,398,401,2013/2014,2.0,55.03,0.0,3.2,16.0,-5.2,270.0,56.0,,-14.0,-11.1,-7.2,15.0,34.0,-21.0,2014-01-09,2014.0,1.0,9.0,28863,11,-11,0.0,0.0,7.0,1321,39,14,10,2014,1,9,0,0,0,0,0,0,0,1,0
399,399,402,2013/2014,2.0,44.29,0.8,3.7,14.0,10.4,270.0,56.0,,-5.9,-8.4,-8.1,-5.0,-20.0,-18.0,2014-01-10,2014.0,1.0,10.0,28864,25,5,0.07,0.8,7.0,1062,0,24,0,2014,1,10,0,0,0,0,0,0,0,1,0
400,400,403,2013/2014,4.0,50.11,0.0,2.4,15.0,26.6,220.0,50.0,6.0,0.2,-0.9,-1.1,3.0,8.0,-6.0,2014-01-11,2014.0,1.0,11.0,28865,40,23,1.36,0.0,6.0,1205,0,4,0,2014,1,11,0,0,0,0,0,0,1,0,0
401,401,404,2013/2014,1.0,72.92,2.5,3.3,-8.0,18.2,270.0,42.0,8.0,-0.3,0.3,0.3,4.0,1.0,-3.0,2014-01-12,2014.0,1.0,12.0,28866,32,8,0.23,2.5,2.0,1751,0,19,5,2014,1,12,0,0,0,0,0,0,0,1,0
402,402,405,2013/2014,1.0,50.33,0.0,3.3,3.0,14.4,320.0,36.0,6.0,-4.1,-0.2,0.2,-3.0,-7.0,-5.0,2014-01-13,2014.0,1.0,13.0,28867,35,10,0.0,0.0,2.0,1207,69,10,4,2014,1,13,0,0,0,0,0,0,1,0,0
403,403,406,2013/2014,1.0,34.9,7.0,10.3,-5.0,1.4,270.0,36.0,0.0,0.2,0.2,0.2,7.0,10.0,-4.0,2014-01-14,2014.0,1.0,14.0,28868,30,18,0.81,7.0,2.0,835,0,16,4,2014,1,14,0,0,0,0,0,0,0,1,0
404,404,407,2013/2014,2.0,36.01,0.5,10.0,-8.0,-10.4,270.0,44.5,-1.5,-4.6,,,3.0,-4.0,-5.0,2014-01-15,2014.0,1.0,15.0,28869,22,13,0.05,0.5,6.0,867,100,14,2,2014,1,15,0,0,0,0,0,0,0,1,0
405,405,408,2013/2014,2.0,24.38,0.8,10.8,0.0,-9.8,220.0,43.0,1.5,-1.2,-1.1,0.0,-2.0,-5.0,-5.0,2014-01-16,2014.0,1.0,16.0,28870,22,16,0.04,0.8,6.0,586,0,4,0,2014,1,16,0,0,0,0,0,0,1,0,0
406,406,409,2013/2014,2.0,34.23,0.1,8.4,-5.0,-11.2,230.0,47.0,1.0,-3.2,-2.4,-0.6,-3.0,-1.0,-6.0,2014-01-17,2014.0,1.0,17.0,28871,17,8,0.01,0.1,7.0,822,58,10,0,2014,1,17,0,0,0,0,0,0,1,0,0
407,407,410,2013/2014,2.0,14.99,1.0,9.4,-2.0,-10.2,270.0,46.0,1.0,-6.6,-4.8,-2.1,-3.0,0.0,-7.0,2014-01-18,2014.0,1.0,18.0,28872,15,8,0.03,1.0,7.0,359,39,10,4,2014,1,18,0,0,0,0,0,0,0,1,0
408,408,411,2013/2014,3.0,37.13,2.1,4.5,-5.0,-11.2,270.0,46.5,1.0,-6.4,-4.0,-1.6,-3.0,0.0,-9.0,2014-01-19,2014.0,1.0,19.0,28873,10,1,0.13,2.1,8.0,890,0,15,2,2014,1,19,0,0,0,0,0,0,0,1,0
409,409,412,2013/2014,3.0,58.83,1.5,5.5,-1.0,-8.2,270.0,52.0,0.5,-6.1,-5.1,-2.1,-7.0,-4.0,-9.0,2014-01-20,2014.0,1.0,20.0,28874,9,-24,0.11,1.5,7.0,1411,0,22,2,2014,1,20,0,0,0,0,0,0,0,1,0
410,410,413,2013/2014,2.0,26.4,0.0,4.7,-12.0,-17.6,310.0,55.0,,-16.0,-15.6,-13.0,-7.0,0.0,-23.0,2014-01-21,2014.0,1.0,21.0,28875,-3,-24,0.0,0.0,6.0,633,68,4,15,2014,1,21,0,0,0,1,0,0,0,0,0
411,411,414,2013/2014,2.0,29.97,0.0,4.6,3.0,-9.6,360.0,55.0,,-14.0,-10.2,-7.2,-20.0,-13.0,-21.0,2014-01-22,2014.0,1.0,22.0,28876,0,-11,0.0,0.0,6.0,718,84,0,4,2014,1,22,0,1,0,0,0,0,0,0,0
412,412,415,2013/2014,2.0,29.75,0.0,3.6,-6.0,-12.2,320.0,55.0,,-14.7,-13.8,-9.4,-15.0,5.0,-20.0,2014-01-23,2014.0,1.0,23.0,28877,-6,-21,0.0,0.0,6.0,713,84,1,23,2014,1,23,0,0,0,1,0,0,0,0,0
413,413,416,2013/2014,2.0,33.11,0.0,1.5,5.0,-3.0,270.0,55.0,,-18.3,-14.2,-9.4,-15.0,0.0,-25.0,2014-01-24,2014.0,1.0,24.0,28878,-1,-19,0.0,0.0,6.0,794,97,9,15,2014,1,24,0,0,0,1,0,0,0,0,0
414,414,417,2013/2014,3.0,43.84,4.4,4.4,4.0,3.2,220.0,50.5,4.5,-13.1,-12.5,-8.6,-15.0,0.0,-26.0,2014-01-25,2014.0,1.0,25.0,28879,3,-9,0.23,4.4,6.0,1052,3,3,0,2014,1,25,0,0,0,0,0,0,1,0,0
415,415,418,2013/2014,3.0,63.31,1.5,5.9,-4.0,0.4,270.0,59.5,3.5,-17.7,-11.5,-7.1,-14.0,1.0,-24.0,2014-01-26,2014.0,1.0,26.0,28880,-1,-26,0.08,1.5,7.0,1517,66,24,0,2014,1,26,0,0,0,0,0,0,0,1,0
416,416,419,2013/2014,3.0,69.57,3.1,9.0,21.0,21.0,270.0,56.0,8.5,-8.0,-8.0,-5.5,-9.0,5.0,-25.0,2014-01-27,2014.0,1.0,27.0,28881,20,-19,0.14,3.1,7.0,1668,5,17,0,2014,1,27,0,0,0,0,0,0,0,1,0
417,417,420,2013/2014,2.0,51.9,0.0,9.0,-33.0,-16.0,270.0,60.0,7.5,-19.6,-8.3,-4.9,-6.0,3.0,-24.0,2014-01-28,2014.0,1.0,28.0,28882,-13,-22,0.0,0.0,8.0,1238,63,24,0,2014,1,28,0,0,0,0,0,0,0,1,0
418,418,421,2013/2014,2.0,47.87,0.0,9.0,5.0,-9.6,270.0,59.0,1.0,-16.4,-12.3,-7.0,-17.0,-11.0,-22.0,2014-01-29,2014.0,1.0,29.0,28883,-8,-15,0.0,0.0,8.0,1148,96,24,0,2014,1,29,0,0,0,0,0,0,0,1,0
419,419,422,2013/2014,2.0,45.19,0.0,4.6,19.0,10.8,320.0,59.0,0.0,-15.4,-13.4,-8.8,-14.0,3.0,-21.0,2014-01-30,2014.0,1.0,30.0,28884,11,-15,0.0,0.0,8.0,1084,99,14,7,2014,1,30,0,0,0,0,0,0,0,1,0
420,420,423,2013/2014,2.0,56.82,0.0,3.1,1.0,10.2,270.0,57.5,1.5,-9.6,-7.9,-5.3,-5.0,9.0,-17.0,2014-01-31,2014.0,1.0,31.0,28885,12,3,0.0,0.0,8.0,1364,10,21,0,2014,1,31,0,0,0,0,0,0,0,1,0
421,421,424,2013/2014,2.0,37.58,2.2,2.2,8.0,15.6,230.0,56.0,2.0,-9.8,-8.2,-5.8,-7.0,-2.0,-9.0,2014-02-01,2014.0,2.0,1.0,28886,20,5,0.12,2.2,8.0,903,63,9,6,2014,2,1,0,0,0,0,0,0,1,0,0
422,422,425,2013/2014,3.0,51.67,1.9,4.1,3.0,18.6,270.0,65.0,3.0,-2.0,-3.7,-4.1,-1.0,6.0,-9.0,2014-02-02,2014.0,2.0,2.0,28887,23,4,0.11,1.9,9.0,1240,0,20,4,2014,2,2,0,0,0,0,0,0,0,1,0
423,423,426,2013/2014,2.0,21.25,0.1,4.2,-7.0,4.4,300.0,63.0,2.0,-9.8,-7.4,-4.5,-2.0,-1.0,-11.0,2014-02-03,2014.0,2.0,3.0,28888,16,1,0.0,0.1,9.0,509,26,8,15,2014,2,3,0,0,0,1,0,0,0,0,0
424,424,427,2013/2014,2.0,28.41,0.0,4.2,-5.0,-5.4,280.0,63.0,,-14.0,-10.5,-8.5,-11.0,-9.0,-17.0,2014-02-04,2014.0,2.0,4.0,28889,11,5,0.0,0.0,9.0,683,98,22,2,2014,2,4,0,0,0,0,0,0,0,1,0
425,425,428,2013/2014,3.0,19.91,12.7,16.9,3.0,-2.4,320.0,65.0,,-5.6,-8.1,-7.3,-10.0,1.0,-17.0,2014-02-05,2014.0,2.0,5.0,28890,14,-3,0.68,12.7,10.0,474,0,4,8,2014,2,5,0,0,0,1,0,0,0,0,0
426,426,429,2013/2014,3.0,35.12,0.0,14.7,-6.0,-8.8,320.0,90.0,,-11.3,-12.9,-11.5,-9.0,1.0,-18.0,2014-02-06,2014.0,2.0,6.0,28891,8,-8,0.0,0.0,13.0,842,100,13,11,2014,2,6,0,0,0,0,0,0,0,1,0
427,427,430,2013/2014,2.0,45.41,0.1,12.9,-10.0,-16.4,280.0,90.0,,-8.0,-9.6,-7.3,-12.0,-3.0,-16.0,2014-02-07,2014.0,2.0,7.0,28892,-2,-10,0.01,0.1,13.0,1087,23,24,0,2014,2,7,0,0,0,0,0,0,0,1,0
428,428,431,2013/2014,2.0,49.88,0.0,12.8,6.0,-5.4,290.0,81.0,11.0,-16.3,-14.2,-9.8,-15.0,-3.0,-18.0,2014-02-08,2014.0,2.0,8.0,28893,4,-12,0.0,0.0,13.0,1197,77,19,5,2014,2,8,0,0,0,0,0,0,0,1,0
429,429,432,2013/2014,2.0,22.82,0.8,13.6,0.0,-3.0,280.0,80.0,1.0,-15.6,-14.3,-8.4,-13.0,2.0,-18.0,2014-02-09,2014.0,2.0,9.0,28894,4,-3,0.03,0.8,13.0,549,71,12,0,2014,2,9,0,0,0,0,0,0,0,1,0
430,430,433,2013/2014,3.0,39.15,0.7,1.6,-3.0,-4.6,290.0,81.0,1.0,-14.0,-10.5,-7.6,,13.0,-18.0,2014-02-10,2014.0,2.0,10.0,28895,1,-13,0.05,0.7,14.0,941,5,5,18,2014,2,10,0,0,0,1,0,0,0,0,0
431,431,434,2013/2014,2.0,44.52,0.0,1.6,-10.0,-12.0,300.0,79.0,6.5,-14.2,-12.8,-8.6,-14.0,-14.0,-19.0,2014-02-11,2014.0,2.0,11.0,28896,-9,-20,0.0,0.0,14.0,1068,11,2,20,2014,2,11,0,0,0,1,0,0,0,0,0
432,432,435,2013/2014,2.0,21.92,0.0,1.5,22.0,13.4,200.0,78.0,2.0,-20.2,-16.4,-9.9,-15.0,-1.0,-20.0,2014-02-12,2014.0,2.0,12.0,28897,13,-10,0.0,0.0,13.0,522,100,0,0,2014,2,12,0,0,0,0,1,0,0,0,0
433,433,436,2013/2014,3.0,41.61,8.7,10.2,7.0,17.4,70.0,75.0,3.0,-9.5,-10.2,-7.7,-8.0,7.0,-15.0,2014-02-13,2014.0,2.0,13.0,28898,20,5,0.8,8.7,13.0,998,2,0,0,2014,2,13,0,0,0,0,1,0,0,0,0
434,434,437,2013/2014,4.0,57.71,11.5,20.9,-2.0,12.2,300.0,105.0,4.0,-3.0,-4.5,-5.0,-4.0,4.0,-9.0,2014-02-14,2014.0,2.0,14.0,28899,18,-1,1.19,11.5,21.0,1382,5,2,11,2014,2,14,0,0,0,1,0,0,0,0,0
435,435,438,2013/2014,2.0,19.91,1.9,22.1,-1.0,8.4,310.0,110.0,28.0,-10.0,-9.5,-6.5,-4.0,0.0,-4.0,2014-02-15,2014.0,2.0,15.0,28900,17,1,0.11,1.9,18.0,477,13,2,4,2014,2,15,0,0,0,0,0,0,1,0,0
436,436,439,2013/2014,3.0,62.86,2.5,24.6,-15.0,-9.8,310.0,110.0,17.0,-14.0,-10.0,-7.5,-6.0,-2.0,-16.0,2014-02-16,2014.0,2.0,16.0,28901,2,-16,0.29,2.5,20.0,1507,0,1,23,2014,2,16,0,0,0,1,0,0,0,0,0
437,437,440,2013/2014,3.0,59.5,0.0,24.6,15.0,3.0,330.0,110.0,1.0,-15.0,-13.5,-11.0,-14.0,-8.0,-20.0,2014-02-17,2014.0,2.0,17.0,28902,17,-17,0.0,0.0,19.0,1431,100,0,19,2014,2,17,0,0,0,1,0,0,0,0,0
438,438,441,2013/2014,3.0,31.09,5.4,21.3,-3.0,-0.8,180.0,110.0,,-5.0,-10.0,-12.0,-11.0,3.0,-15.0,2014-02-18,2014.0,2.0,18.0,28903,14,1,0.31,5.4,19.0,744,9,3,0,2014,2,18,0,0,0,0,1,0,0,0,0
439,439,442,2013/2014,3.0,37.8,3.8,13.6,10.0,10.4,300.0,125.3,,-5.0,-9.0,-11.0,-9.0,2.0,-13.0,2014-02-19,2014.0,2.0,19.0,28904,24,6,0.39,3.8,20.0,907,13,8,4,2014,2,19,0,0,0,0,0,0,1,0,0
440,440,443,2013/2014,3.0,59.95,1.8,13.5,-2.0,7.2,300.0,129.6,,-5.0,-8.5,-12.0,-5.0,4.0,-8.0,2014-02-20,2014.0,2.0,20.0,28905,22,9,0.14,1.8,19.0,1437,6,13,10,2014,2,20,0,0,0,0,0,0,0,1,0
441,441,444,2013/2014,3.0,35.12,1.5,12.5,11.0,17.2,180.0,138.1,,-1.0,-5.0,-5.0,-5.0,0.0,-5.0,2014-02-21,2014.0,2.0,21.0,28906,33,15,0.35,1.5,19.0,842,0,3,0,2014,2,21,0,0,0,0,0,0,1,0,0
